tweet_id,Dog_Breed,Stage,new_rating_num,tweet,source,created_at,display_text_range,favorite_count,retweet_count,rating_numerator(original),rating_denominator,name,jpg_url,img_num,tweet_link
887343217045368832,Mexican_hairless,,13,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo),Twitter for iPhone,7/18/2017 4:08:03 PM,"[0, 88]",32964,10152,13,10,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1,t.co/WZqNqygEyV
886983233522544640,Chihuahua,,13,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in,Twitter for iPhone,7/17/2017 4:17:36 PM,"[0, 101]",34397,7571,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2,t.co/I6oNy0CgiT
886736880519319552,kuvasz,,13,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help",Twitter for iPhone,7/16/2017 11:58:41 PM,"[0, 121]",11808,3195,13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,t.co/bVi0Yr4Cff
886366144734445568,French_bulldog,,12,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe,Twitter for iPhone,7/15/2017 11:25:31 PM,"[0, 131]",20750,3120,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,t.co/RGE08MIJox
886258384151887873,pug,,13,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles,Twitter for iPhone,7/15/2017 4:17:19 PM,"[0, 94]",27409,6130,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1,t.co/xZDA9Qsq1O
885984800019947520,Blenheim_spaniel,,12,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution,Twitter for iPhone,7/14/2017 10:10:11 PM,"[0, 140]",31943,6595,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,t.co/BuveP0uMF1
885528943205470208,pug,,13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly,Twitter for iPhone,7/13/2017 3:58:47 PM,"[0, 109]",35206,6262,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,t.co/tp1kQ8i9JF
885167619883638784,malamute,,13,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10,Twitter for iPhone,7/12/2017 4:03:00 PM,"[0, 134]",21459,4276,13,10,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,t.co/44ItaMubBf
884925521741709313,Italian_greyhound,,12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl",Twitter for iPhone,7/12/2017 12:01:00 AM,"[0, 93]",75776,17790,12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,t.co/MYJvdlNRVa
884876753390489601,chow,,13,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola,Twitter for iPhone,7/11/2017 8:47:12 PM,"[0, 118]",27332,5470,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,t.co/74TKAUsLkO
884562892145688576,pug,,13,This is Kevin. He's just so happy. 13/10 what is your secret Kevin,Twitter for iPhone,7/11/2017 12:00:02 AM,"[0, 66]",23792,4570,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,t.co/1r4MFCbCX5
884441805382717440,Pembroke,,14,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales)",Twitter for iPhone,7/10/2017 3:58:53 PM,"[0, 136]",26433,5518,14,10,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,t.co/vvBOcC2VdC
884162670584377345,German_shepherd,doggo,12,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo,Twitter for iPhone,7/9/2017 9:29:42 PM,"[0, 140]",19932,2910,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,t.co/YSI00BzTBZ
883838122936631299,Doberman,,12,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy,Twitter for iPhone,7/9/2017 12:00:04 AM,"[0, 137]",21438,3364,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,t.co/V85xujjDDY
883482846933004288,golden_retriever,,5,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10",Twitter for iPhone,7/8/2017 12:28:19 AM,"[0, 112]",44948,9677,5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,t.co/qjrljjt948
883360690899218434,chow,,13,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck,Twitter for iPhone,7/7/2017 4:22:55 PM,"[0, 139]",22208,3609,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,t.co/rf661IFEYP
882992080364220416,Eskimo_dog,,13,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy,Twitter for iPhone,7/6/2017 3:58:11 PM,"[0, 108]",23459,3826,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,t.co/tyER0KpdXj
882762694511734784,Labrador_retriever,,12,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl,Twitter for iPhone,7/6/2017 12:46:41 AM,"[0, 114]",27694,4784,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,t.co/D43I96SlVu
882627270321602560,Pembroke,,13,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi),Twitter for iPhone,7/5/2017 3:48:34 PM,"[0, 136]",27351,5936,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,t.co/Nx52PGwH94
882268110199369728,golden_retriever,,13,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸,Twitter for iPhone,7/4/2017 4:01:23 PM,"[0, 114]",43996,11310,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,t.co/fYP5RlutfA
882045870035918850,golden_retriever,,13,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko",Twitter for iPhone,7/4/2017 1:18:17 AM,"[0, 133]",28737,4842,13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,t.co/zeDpnsKX7w
881906580714921986,Weimaraner,,12,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable,Twitter for iPhone,7/3/2017 4:04:48 PM,"[0, 67]",23812,3311,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,t.co/503CgWbhxQ
881666595344535552,Saluki,,13,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely,Twitter for iPhone,7/3/2017 12:11:11 AM,"[0, 115]",49533,10415,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,t.co/7CSWCl8I6s
881536004380872706,Samoyed,,14,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow)",Twitter for iPhone,7/2/2017 3:32:16 PM,"[0, 130]",48394,15570,14,10,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,t.co/ghXBIIeQZF
880465832366813184,golden_retriever,,12,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop,Twitter for iPhone,6/29/2017 4:39:47 PM,"[0, 114]",27938,6129,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,t.co/4VsFysDmiw
880221127280381952,Chihuahua,,12,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well,Twitter for iPhone,6/29/2017 12:27:25 AM,"[0, 108]",26476,4115,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,t.co/fUod0tVmvK
879862464715927552,basset,,13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10,Twitter for iPhone,6/28/2017 12:42:13 AM,"[0, 91]",21884,3414,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,t.co/Qh5aEkRQm9
879492040517615616,German_short-haired_pointer,,12,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10,Twitter for iPhone,6/27/2017 12:10:17 AM,"[0, 90]",22939,3105,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,t.co/IxM9IMKQq8
879415818425184262,English_springer,,13,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici),Twitter for iPhone,6/26/2017 7:07:24 PM,"[0, 82]",103683,43267,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,t.co/UDT7ZkcTgY
879376492567855104,Labrador_retriever,,12,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by,Twitter for iPhone,6/26/2017 4:31:08 PM,"[0, 125]",16445,3043,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,t.co/0gOi601EAa
879008229531029506,vizsla,,13,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs,Twitter for iPhone,6/25/2017 4:07:47 PM,"[0, 94]",18595,2636,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,t.co/YDtpCjIPKN
878776093423087618,Italian_greyhound,,13,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth,Twitter for iPhone,6/25/2017 12:45:22 AM,"[0, 126]",19018,4037,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,t.co/lNZwgNO4gS
878281511006478336,basset,,13,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below",Twitter for iPhone,6/23/2017 4:00:04 PM,"[0, 140]",7589,1258,13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,t.co/245xJJElsY
878057613040115712,French_bulldog,,14,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved,Twitter for iPhone,6/23/2017 1:10:23 AM,"[0, 115]",41181,6659,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,t.co/cwtWnHMVpe
877736472329191424,Chesapeake_Bay_retriever,,13,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again,Twitter for iPhone,6/22/2017 3:54:17 AM,"[0, 93]",78146,18659,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,t.co/lsPyyAiF1r
877556246731214848,basset,,12,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options,Twitter for iPhone,6/21/2017 3:58:08 PM,"[0, 139]",22279,3723,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,t.co/OYdDlfOGXP
877316821321428993,Saluki,,13,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy",Twitter for iPhone,6/21/2017 12:06:44 AM,"[0, 137]",26846,5072,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,t.co/SHRTIo5pxc
877201837425926144,Pembroke,,12,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop,Twitter for iPhone,6/20/2017 4:29:50 PM,"[0, 128]",26588,5460,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,t.co/4g4cfj3P4Y
876838120628539392,bloodhound,,12,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately,Twitter for iPhone,6/19/2017 4:24:33 PM,"[0, 125]",20300,3268,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,t.co/j211oCDRs6
876484053909872640,golden_retriever,,13,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy,Twitter for iPhone,6/18/2017 4:57:37 PM,"[0, 127]",18404,2351,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,t.co/26BXueUgbs
876120275196170240,Bernese_mountain_dog,,13,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite",Twitter for iPhone,6/17/2017 4:52:05 PM,"[0, 140]",27396,4588,13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,t.co/ejExJFq3ek
875747767867523072,Labrador_retriever,,13,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl",Twitter for iPhone,6/16/2017 4:11:53 PM,"[0, 125]",24720,4209,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,t.co/V2WlACRJCN
875144289856114688,Siberian_husky,,13,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene,Twitter for iPhone,6/15/2017 12:13:52 AM,"[0, 133]",21522,4835,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,t.co/ogith9ejNj
874680097055178752,Labrador_retriever,,12,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly,Twitter for iPhone,6/13/2017 5:29:20 PM,"[0, 92]",27307,4555,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,t.co/lZhtizkURD
874296783580663808,cocker_spaniel,,13,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract,Twitter for iPhone,6/12/2017 4:06:11 PM,"[0, 114]",25572,4029,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,t.co/0YplNnSMEm
874012996292530176,Cardigan,,13,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo",Twitter for iPhone,6/11/2017 9:18:31 PM,"[0, 139]",33933,10216,13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,t.co/XBE0evJZ6V
873580283840344065,Newfoundland,,13,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly",Twitter for iPhone,6/10/2017 4:39:04 PM,"[0, 135]",23782,3870,13,10,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,t.co/mNuMH9400n
873213775632977920,vizsla,,12,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below,Twitter for iPhone,6/9/2017 4:22:42 PM,"[0, 140]",7107,1559,12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,t.co/Xp01EU3qyD
872967104147763200,Labrador_retriever,doggo,12,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo,Twitter for iPhone,6/9/2017 12:02:31 AM,"[0, 132]",26873,5328,12,10,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,t.co/EMYIdoblMR
872820683541237760,pug,,13,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10",Twitter for iPhone,6/8/2017 2:20:41 PM,"[0, 140]",14473,3633,13,10,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,t.co/17FVMl4VZ5
872620804844003328,cocker_spaniel,,13,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love...,Twitter for iPhone,6/8/2017 1:06:27 AM,"[0, 116]",20450,3638,13,10,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,t.co/lUcpnZDPz9
872486979161796608,Pembroke,,12,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10,Twitter for iPhone,6/7/2017 4:14:40 PM,"[0, 133]",40029,8897,12,10,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,t.co/BZHiKx3FpQ
872261713294495745,Labrador_retriever,,13,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck,Twitter for iPhone,6/7/2017 1:19:32 AM,"[0, 138]",33662,6234,13,10,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,2,t.co/ejHvGDfWoa
872122724285648897,pug,,12,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on,Twitter for iPhone,6/6/2017 4:07:15 PM,"[0, 126]",33878,8018,12,10,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,t.co/PKSpmiefwN
871879754684805121,Shetland_sheepdog,,13,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10,Twitter for iPhone,6/6/2017 12:01:46 AM,"[0, 136]",37359,11003,13,10,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,t.co/uK6PNyeh9w
871762521631449091,Labrador_retriever,,12,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10,Twitter for iPhone,6/5/2017 4:15:56 PM,"[0, 134]",19958,3434,12,10,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,t.co/AiVljI6QCg
871515927908634625,komondor,doggo,12,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo,Twitter for iPhone,6/4/2017 11:56:03 PM,"[0, 140]",19912,3417,12,10,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,t.co/PR7B7w1rUw
871032628920680449,kelpie,,13,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking",Twitter for iPhone,6/3/2017 3:55:36 PM,"[0, 136]",22361,3776,13,10,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,t.co/noNpY2Laoo
870656317836468226,Pembroke,,13,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:",Twitter for iPhone,6/2/2017 3:00:16 PM,"[0, 138]",12253,2614,13,10,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,t.co/4hxnDOt1CV
870374049280663552,golden_retriever,,13,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10,Twitter for iPhone,6/1/2017 8:18:38 PM,"[0, 139]",81699,25986,13,10,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,t.co/T1xlgaPujm
870308999962521604,Greater_Swiss_Mountain_dog,,13,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking",Twitter for iPhone,6/1/2017 4:00:09 PM,"[0, 125]",21566,4121,13,10,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,t.co/MVQCzrF1g9
869772420881756160,Pembroke,,13,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly",Twitter for iPhone,5/31/2017 4:27:59 AM,"[0, 110]",41918,9956,13,10,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,t.co/HciEaJkC4D
869702957897576449,Pembroke,,13,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley,Twitter for iPhone,5/30/2017 11:51:58 PM,"[0, 139]",27916,6302,13,10,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,t.co/vmCu3PFCQq
